管理者種別番号,鉄道駅通し番号,鉄道駅内トイレ通し番号,鉄道会社名,路線名,鉄道駅名,都道府県,市区町村・番地,ビル建物名,トイレ名,設置フロア,経度,緯度,座標系,性別の分け,トイレへの誘導路として点字ブロックを敷設している,トイレの位置等を音声で案内している,戸の形式,車椅子が出入りできる（出入口の有効幅員80cm以上）,車椅子が転回できる（直径150cm以上の円が内接できる）,便座に背もたれがある,便座に手すりがある,オストメイト用設備がある,オストメイト用設備が温水対応している,大型ベッドを備えている,乳幼児用おむつ交換台等を備えている,乳幼児用椅子を備えている,非常用呼び出しボタンを設置している,月曜日,火曜日,水曜日,木曜日,金曜日,土曜日,日曜日,祝日,その他,写真データ（トイレの入り口）,写真データ（トイレ内）,写真データ（トイレ内（別角度））,備考,データの作成年月,データの変更年月,データの削除年月
7,2,1,高尾登山電鉄,高尾山鋼索線,高尾山,東京都,八王子市高尾町2181番地,,だれでもトイレ,1F,139.255709,35.630983,JGD2011,共用,×,×,C.手動引き戸,○,○,×,○,○,×,×,○,×,×,0000_2400,0000_2400,0000_2400,0000_2400,0000_2400,0000_2400,0000_2400,0000_2400,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/07_002_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/07_002_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/07_002_01_3.jpg,改札外に設置、トイレ利用時間は24時間可能。,201901,,
8,1,1,多摩都市モノレール,多摩都市モノレール線,多摩センター,東京都,多摩市落合1丁目48番1,,車いす対応トイレ,2F,139.42288,35.623923,JGD2011,共用,○,×,A.自動引き戸（押しボタン）,○,○,×,○,○,×,×,×,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_001_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_001_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_001_01_3.jpg,,201901,202401,
8,2,1,多摩都市モノレール,多摩都市モノレール線,松が谷,東京都,八王子市松が谷40番地先,,車いす対応トイレ,2F,139.421997,35.631885,JGD2011,共用,○,×,A.自動引き戸（押しボタン）,○,○,×,○,○,×,×,×,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_002_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_002_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_002_01_3.jpg,,201901,202401,
8,3,1,多摩都市モノレール,多摩都市モノレール線,大塚・帝京大学,東京都,八王子市大塚1473番地先,,車いす対応トイレ,2F,139.41658,35.63681,JGD2011,共用,○,×,A.自動引き戸（押しボタン）,○,○,×,○,○,×,×,×,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_003_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_003_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_003_01_3.jpg,,201901,202401,
8,4,1,多摩都市モノレール,多摩都市モノレール線,中央大学・明星大学,東京都,八王子市東中野742番地先,,車いす対応トイレ,2F,139.40841,35.642073,JGD2011,共用,○,×,A.自動引き戸（押しボタン）,○,○,×,○,○,×,×,×,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_004_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_004_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_004_01_3.jpg,,201901,202401,
8,5,1,多摩都市モノレール,多摩都市モノレール線,多摩動物公園,東京都,日野市程久保7丁目1番地先,,車いす対応トイレ,2F,139.40365,35.648348,JGD2011,共用,○,×,A.自動引き戸（押しボタン）,○,○,×,○,○,×,×,×,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_005_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_005_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_005_01_3.jpg,,201901,202401,
8,6,1,多摩都市モノレール,多摩都市モノレール線,程久保,東京都,日野市程久保8丁目1番地先,,車いす対応トイレ,2F,139.41084,35.655297,JGD2011,共用,○,×,A.自動引き戸（押しボタン）,○,○,×,○,○,×,×,×,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_006_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_006_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_006_01_3.jpg,,201901,202401,
8,7,1,多摩都市モノレール,多摩都市モノレール線,高幡不動,東京都,日野市高幡1039番地1,,車いす対応トイレ,2F,139.41523,35.661516,JGD2011,共用,○,×,A.自動引き戸（押しボタン）,○,×,○,○,○,×,×,×,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_007_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_007_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_007_01_3.jpg,トイレ内での車いす回転は不可能,201901,202401,
8,8,1,多摩都市モノレール,多摩都市モノレール線,万願寺,東京都,日野市万願寺4丁目34番地,,車いす対応トイレ,2F,139.41995,35.671371,JGD2011,共用,○,×,A.自動引き戸（押しボタン）,○,○,×,○,○,×,×,×,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_008_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_008_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_008_01_3.jpg,,201901,202401,
8,9,1,多摩都市モノレール,多摩都市モノレール線,甲州街道,東京都,日野市日野1030番地先,,車いす対応トイレ,2F,139.40938,35.678157,JGD2011,共用,○,×,A.自動引き戸（押しボタン）,○,○,×,○,○,×,×,×,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_009_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_009_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_009_01_3.jpg,,201901,202401,
8,10,1,多摩都市モノレール,多摩都市モノレール線,柴崎体育館,東京都,立川市柴崎町6丁目107番地先,,車いす対応トイレ,2F,139.40928,35.689712,JGD2011,共用,○,×,A.自動引き戸（押しボタン）,○,○,×,○,○,×,×,×,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_010_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_010_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_010_01_3.jpg,,201901,202401,
8,11,1,多摩都市モノレール,多摩都市モノレール線,立川南,東京都,立川市柴崎町3丁目7番地先,,車いす対応トイレ,2F,139.41248,35.69592,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,○,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_011_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_011_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_011_01_3.jpg,,201901,202401,
8,12,1,多摩都市モノレール,多摩都市モノレール線,立川北,東京都,立川市曙町2丁目4番地先,,車いす対応トイレ,3F,139.41252,35.699739,JGD2011,共用,×,×,A.自動引き戸（押しボタン）,○,○,×,○,○,×,×,×,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_012_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_012_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_012_01_3.jpg,,201901,202401,
8,13,1,多摩都市モノレール,多摩市モノレール戦,高松,東京都,立川市高松町1丁目100番地先,,車いす対応トイレ,2F,139.41337,35.710267,JGD2011,共用,○,×,A.自動引き戸（押しボタン）,○,○,○,○,○,○,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_013_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_013_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_013_01_3.jpg,,201901,202401,
8,14,1,多摩都市モノレール,多摩都市モノレール線,立飛,東京都,立川市泉町935番地,,車いす対応トイレ,2F,139.41713,35.714361,JGD2011,共用,○,×,A.自動引き戸（押しボタン）,○,○,○,○,○,○,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_014_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_014_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_014_01_3.jpg,,201901,202401,
8,15,1,多摩都市モノレール,多摩都市モノレール線,泉体育館,東京都,立川市幸町841番地,,車いす対応トイレ,2F,139.4195,35.718898,JGD2011,共用,○,×,A.自動引き戸（押しボタン）,○,○,○,○,○,○,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_015_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_015_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_015_01_3.jpg,,201901,202401,
8,16,1,多摩都市モノレール,多摩都市モノレール線,砂川七番,東京都,立川市柏町3丁目1番地先,,車いす対応トイレ,2F,139.41813,35.723529,JGD2011,共用,○,×,A.自動引き戸（押しボタン）,○,○,○,○,○,○,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_016_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_016_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_016_01_3.jpg,,201901,202401,
8,17,1,多摩都市モノレール,多摩都市モノレール線,玉川上水,東京都,東大和市桜が丘4丁目19番地,,車いす対応トイレ,2F,139.41786,35.732223,JGD2011,共用,○,×,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,×,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_017_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_017_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_017_01_3.jpg,,201901,202401,
8,18,1,多摩都市モノレール,多摩都市モノレール線,桜街道,東京都,東大和市上北台3丁目470番地,,車いす対応トイレ,2F,139.41663,35.739169,JGD2011,共用,×,×,A.自動引き戸（押しボタン）,○,○,○,○,○,○,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_018_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_018_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_018_01_3.jpg,,201901,202401,
8,19,1,多摩都市モノレール,多摩都市モノレール線,上北台,東京都,東大和市上北台1丁目5番地,,車いす対応トイレ,2F,139.41585,35.745675,JGD2011,共用,×,×,A.自動引き戸（押しボタン）,○,○,○,○,○,○,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_019_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_019_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/08_019_01_3.jpg,,201901,202401,
9,1,1,東急電鉄,東横線,渋谷,東京都,渋谷区渋谷2丁目21番13号,,多機能お手洗い（女性用）（宮益坂トイレ）,B2F,139.702468,35.659617,JGD2011,女性用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_001_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_001_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_001_01_3.jpg,,201901,,
9,1,2,東急電鉄,東横線,渋谷,東京都,渋谷区渋谷2丁目21番13号,,多機能お手洗い（男性用）（宮益坂トイレ）,B2F,139.702454,35.659661,JGD2011,男性用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_001_02_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_001_02_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_001_02_3.jpg,,201901,,
9,1,3,東急電鉄,東横線,渋谷,東京都,渋谷区渋谷2丁目21番13号,,多機能お手洗い（女性用）（ヒカリエトイレ）,B4F,139.702684,35.659269,JGD2011,女性用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,○,×,○,×　※備考欄参照,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_001_03_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_001_03_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_001_03_3.jpg,※別途、ひろびろブースに乳幼児用椅子有り（機能分散）,201901,,
9,1,4,東急電鉄,東横線,渋谷,東京都,渋谷区渋谷2丁目21番13号,,多機能お手洗い（共用）（ヒカリエトイレ）,B4F,139.70263,35.659256,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,○,×,○,×　※備考欄参照,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_001_04_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_001_04_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_001_04_3.jpg,※別途、ひろびろブースに乳幼児用椅子有り（機能分散）,201901,,
9,2,1,東急電鉄,東横線,代官山,東京都,渋谷区代官山町19番4,,多機能お手洗い,1F,139.703318,35.64818,JGD2011,共用,○,○,C.手動引き戸,○,×,○,○,○,×,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_002_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_002_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_002_01_3.jpg,入口前で車椅子回転可,201901,,
9,3,1,東急電鉄,東横線,中目黒,東京都,目黒区上目黒3丁目4番1号,,多機能お手洗い,1F,139.69884,35.644025,JGD2011,女性用,○,×,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_003_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_003_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_003_01_3.jpg,,201901,,
9,3,2,東急電鉄,東横線,中目黒,東京都,目黒区上目黒3丁目4番1号,,多機能お手洗い,1F,139.698778,35.643966,JGD2011,男性用,○,×,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_003_02_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_003_02_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_003_02_3.jpg,,201901,,
9,4,1,東急電鉄,東横線,祐天寺,東京都,目黒区祐天寺2丁目13番3号,,多機能お手洗い,1F,139.691054,35.637466,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,○,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_004_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_004_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_004_01_3.jpg,,201901,,
9,5,1,東急電鉄,東横線,学芸大学,東京都,目黒区鷹番3丁目2番1号,,多機能お手洗い,1F,139.685443,35.62892,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_005_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_005_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_005_01_3.jpg,,201901,202111,
9,6,1,東急電鉄,東横線,都立大学,東京都,目黒区中根1丁目5番1号,,多機能お手洗い,1F,139.675948,35.617316,JGD2011,男性用,○,○,C.手動引き戸,○,○,×,○,○,×,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_006_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_006_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_006_01_3.jpg,,201901,,
9,6,2,東急電鉄,東横線,都立大学,東京都,目黒区中根1丁目5番1号,,多機能お手洗い,1F,139.675977,35.617296,JGD2011,女性用,○,○,C.手動引き戸,○,○,×,○,○,×,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_006_02_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_006_02_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_006_02_3.jpg,,201901,,
9,7,1,東急電鉄,目黒線,目黒,東京都,品川区上大崎4丁目2番1号,,多機能お手洗い,B3F,139.715899,35.632368,JGD2011,男性用,○,×,C.手動引き戸,○,○,×,○,○,×,×,○,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_007_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_007_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_007_01_3.jpg,,201901,,
9,7,2,東急電鉄,目黒線,目黒,東京都,品川区上大崎4丁目2番1号,,多機能お手洗い,B3F,139.715895,35.632378,JGD2011,女性用,○,×,C.手動引き戸,○,○,×,○,○,×,×,○,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_007_02_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_007_02_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_007_02_3.jpg,,201901,,
9,8,1,東急電鉄,目黒線,不動前,東京都,品川区西五反田5丁目12番1号,,多機能お手洗い,1F,139.713348,35.625515,JGD2011,男性用,○,×,C.手動引き戸,○,○,○,○,○,×,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_008_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_008_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_008_01_3.jpg,,201901,,
9,8,2,東急電鉄,目黒線,不動前,東京都,品川区西五反田5丁目12番1号,,多機能お手洗い,1F,139.713404,35.62554,JGD2011,女性用,○,×,C.手動引き戸,○,○,○,○,○,×,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_008_02_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_008_02_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_008_02_3.jpg,,201901,,
9,9,1,東急電鉄,目黒線,武蔵小山,東京都,品川区小山3丁目4番8号,,多機能お手洗,B1F,139.704389,35.620614,JGD2011,男性用,○,×,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_009_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_009_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_009_01_3.jpg,,201901,,
9,9,2,東急電鉄,目黒線,武蔵小山,東京都,品川区小山3丁目4番8号,,多機能お手洗,B1F,139.704389,35.620614,JGD2011,女性用,○,×,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_009_02_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_009_02_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_009_02_3.jpg,,201901,,
9,10,1,東急電鉄,目黒線,西小山,東京都,品川区小山6丁目3番10号,,多機能お手洗,1F,139.698915,35.61569,JGD2011,男性用,○,×,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_010_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_010_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_010_01_3.jpg,,201901,,
9,10,2,東急電鉄,目黒線,西小山,東京都,品川区小山6丁目3番10号,,多機能お手洗,1F,139.698928,35.615704,JGD2011,女性用,○,×,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_010_02_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_010_02_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_010_02_3.jpg,,201901,,
9,11,1,東急電鉄,目黒線,洗足,東京都,目黒区洗足2丁目21番1号,,多機能お手洗い,1F,139.694361,35.610408,JGD2011,共用,○,×,C.手動引き戸,○,○,○,○,○,×,×,○,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_011_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_011_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_011_01_3.jpg,,201901,,
9,12,1,東急電鉄,目黒線/大井町線,大岡山,東京都,大田区北千束3丁目27番1号,,多機能お手洗い,1F,139.685796,35.607457,JGD2011,男性用,○,×,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_012_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_012_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_012_01_3.jpg,,201901,202111,
9,12,2,東急電鉄,目黒線/大井町線,大岡山,東京都,大田区北千束3丁目27番1号,,多機能お手洗い,1F,139.685773,35.607532,JGD2011,女性用,○,×,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_012_02_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_012_02_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_012_02_3.jpg,,201901,202111,
9,13,1,東急電鉄,目黒線,奥沢,東京都,世田谷区奥沢3丁目47番17号,,多機能お手洗い,1F,139.67198,35.603925,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_013_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_013_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/09_013_01_3.jpg,,201901,202211,
