管理者種別番号,鉄道駅通し番号,鉄道駅内トイレ通し番号,鉄道会社名,路線名,鉄道駅名,都道府県,市区町村・番地,ビル建物名,トイレ名,設置フロア,経度,緯度,座標系,性別の分け,トイレへの誘導路として点字ブロックを敷設している,トイレの位置等を音声で案内している,戸の形式,車椅子が出入りできる（出入口の有効幅員80cm以上）,車椅子が転回できる（直径150cm以上の円が内接できる）,便座に背もたれがある,便座に手すりがある,オストメイト用設備がある,オストメイト用設備が温水対応している,大型ベッドを備えている,乳幼児用おむつ交換台等を備えている,乳幼児用椅子を備えている,非常用呼び出しボタンを設置している,月曜日,火曜日,水曜日,木曜日,金曜日,土曜日,日曜日,祝日,その他,写真データ（トイレの入り口）,写真データ（トイレ内）,写真データ（トイレ内（別角度））,備考,データの作成年月,データの変更年月,データの削除年月
2,4,1,京王電鉄,京王線,幡ヶ谷,東京都,渋谷区幡ヶ谷1丁目2番1号,,だれでもトイレ,B2F,139.676948,35.677276,JGD2011,共用,○,○,B.自動引き戸（センサー）,○,○,○,○,○,×,○,×,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_004_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_004_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_004_01_3.jpg,,201901,,
2,5,1,京王電鉄,京王線,笹塚,東京都,渋谷区笹塚1丁目56番7号,,多機能トイレ,1F,139.666869,35.67349,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,○,×,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_005_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_005_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_005_01_3.jpg,,201901,202011,
2,6,1,京王電鉄,京王線,代田橋,東京都,世田谷区大原2丁目18番9号,,だれでもトイレ,B1F,139.658803,35.671011,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,○,×,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_006_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_006_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_006_01_3.jpg,,201901,,
2,7,1,京王電鉄,京王線,下高井戸,東京都,世田谷区松原3丁目29番17号,,だれでもトイレ,1F,139.642467,35.666143,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,○,×,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_007_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_007_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_007_01_3.jpg,,201901,,
2,8,1,京王電鉄,京王線,桜上水,東京都,世田谷区桜上水5丁目29番52号,,だれでもトイレ,2F,139.631823,35.667691,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,○,×,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_008_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_008_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_008_01_3.jpg,,201901,,
2,9,1,京王電鉄,京王線,上北沢,東京都,世田谷区上北沢4丁目14番3号,,だれでもトイレ,B1F,139.623464,35.668849,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,○,×,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_009_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_009_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_009_01_3.jpg,,201901,,
2,10,1,京王電鉄,京王線,八幡山,東京都,杉並区上高井戸1丁目1番11号,,だれでもトイレ,1F,139.616071,35.669755,JGD2011,共用,○,○,B.自動引き戸（センサー）,○,○,○,○,○,×,○,×,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_010_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_010_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_010_01_3.jpg,,201901,,
2,11,1,京王電鉄,京王線,芦花公園,東京都,世田谷区南烏山3丁目1番16号,,だれでもトイレ,2F,139.608695,35.670553,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,○,×,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_011_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_011_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_011_01_3.jpg,,201901,,
2,12,1,京王電鉄,京王線,千歳烏山（上り）,東京都,世田谷区南烏山6丁目1番1号,,多機能トイレ,1F,139.600069,35.667778,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,○,×,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_012_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_012_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_012_01_3.jpg,,201901,202011,
2,12,2,京王電鉄,京王線,千歳烏山（下り）,東京都,世田谷区南烏山6丁目1番1号,,多機能トイレ,1F,139.601075,35.668005,JGD2011,男性用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,○,×,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_012_02_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_012_02_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_012_02_3.jpg,,201901,202011,
2,12,3,京王電鉄,京王線,千歳烏山（下り）,東京都,世田谷区南烏山6丁目1番1号,,多機能トイレ,1F,139.601081,35.668007,JGD2011,女性用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,○,×,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_012_03_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_012_03_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_012_03_3.jpg,,201901,202011,
2,13,1,京王電鉄,京王線,仙川,東京都,調布市仙川町1丁目43番地,,多機能トレイ,1F,139.58494,35.662324,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,○,○,×,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_013_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_013_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_013_01_3.jpg,,201901,201911,
2,14,1,京王電鉄,京王線,つつじヶ丘,東京都,調布市西つつじヶ丘3丁目35番1号,,だれでもトイレ,2F,139.57516,35.657915,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,○,×,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_014_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_014_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_014_01_3.jpg,,201901,,
2,15,1,京王電鉄,京王線,柴崎,東京都,調布市菊野台2丁目67番11号,,だれでもトイレ,1F,139.566875,35.654249,JGD2011,共用,○,○,C.手動引き戸,○,○,○,○,○,×,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_015_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_015_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_015_01_3.jpg,,201901,,
2,16,1,京王電鉄,京王線,国領,東京都,調布市国領町3丁目18番1号,,だれでもトイレ,1F,139.55869,35.650215,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,○,×,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_016_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_016_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_016_01_3.jpg,,201901,,
2,17,1,京王電鉄,京王線,布田,東京都,調布市国領町5丁目67番1号,,だれでもトイレ,1F,139.551971,35.649887,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,○,×,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_017_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_017_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_017_01_3.jpg,,201901,,
2,18,1,京王電鉄,京王線,調布,東京都,調布市布田4丁目32番1号,,多機能トイレ,B1F,139.545335,35.651582,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,○,×,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_018_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_018_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_018_01_3.jpg,,201901,202011,
2,18,2,京王電鉄,京王線,調布,東京都,調布市布田4丁目32番1号,,多機能トイレ,B1F,139.545335,35.651582,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,○,×,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_018_02_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_018_02_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_018_02_3.jpg,,201901,202011,
2,19,1,京王電鉄,京王線,西調布,東京都,調布市上石原1丁目25番17号,,だれでもトイレ,2F,139.530213,35.657075,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,○,×,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_019_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_019_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_019_01_3.jpg,,201901,,
2,20,1,京王電鉄,京王線,飛田給,東京都,調布市飛田給1丁目42番11号,,多機能トイレ,2F,139.523261,35.660249,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,○,○,×,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_020_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_020_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_020_01_3.jpg,,201901,201911,
2,21,1,京王電鉄,京王線,武蔵野台,東京都,府中市白糸台4丁目18番4号,,だれでもトイレ,2F,139.510802,35.664269,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,○,×,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_021_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_021_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_021_01_3.jpg,,201901,,
2,22,1,京王電鉄,京王線,多磨霊園,東京都,府中市清水ヶ丘3丁目26番11号,,だれでもトイレ,2F,139.502978,35.666099,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,○,×,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_022_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_022_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_022_01_3.jpg,,201901,,
2,23,1,京王電鉄,京王線/競馬場線,東府中,東京都,府中市清水ヶ丘1丁目8番3号,,だれでもトイレ,2F,139.495124,35.668762,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,○,×,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_023_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_023_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_023_01_3.jpg,,201901,,
2,24,1,京王電鉄,競馬場線,府中競馬正門前,東京都,府中市八幡町1丁目18番地,,だれでもトイレ,1F,139.484985,35.668195,JGD2011,共用,○,○,C.手動引き戸,○,○,○,○,○,×,○,×,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_024_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_024_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_024_01_3.jpg,,201901,,
2,25,1,京王電鉄,京王線,府中,東京都,府中市宮町1丁目1番10号,,多機能トイレ,2F,139.480453,35.672166,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,○,×,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_025_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_025_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_025_01_3.jpg,,201901,202011,
2,26,1,京王電鉄,京王線,分倍河原,東京都,府中市片町2丁目21番18号,,多機能トイレ,2F,139.468668,35.668646,JGD2011,共用,○,○,C.手動引き戸,○,○,○,○,○,×,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_026_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_026_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_026_01_3.jpg,女性用トイレ入口の奥にあるが共用,201901,202011,
2,27,1,京王電鉄,京王線,中河原,東京都,府中市住吉町2丁目1番16号,,だれでもトイレ,M2F,139.458133,35.659611,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,×,○,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_027_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_027_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_027_01_3.jpg,,201901,,
2,28,1,京王電鉄,京王線,聖蹟桜ヶ丘,東京都,多摩市関戸1丁目10番10号,,だれでもトイレ,1F,139.44698,35.650747,JGD2011,共用,○,○,B.自動引き戸（センサー）,○,○,○,○,○,×,○,×,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_028_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_028_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_028_01_3.jpg,,201901,,
2,29,1,京王電鉄,京王線,百草園,東京都,日野市百草209番地,,だれでもトイレ,2F,139.43092,35.657505,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,○,×,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_029_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_029_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_029_01_3.jpg,,201901,,
2,30,1,京王電鉄,京王線/動物園線,高幡不動,東京都,日野市高幡139番地,,だれでもトイレ,3F,139.412697,35.662331,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,○,×,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_030_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_030_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_030_01_3.jpg,,201901,,
2,31,1,京王電鉄,動物園線,多摩動物公園,東京都,日野市程久保3丁目36番39号,,多機能トイレ,1F,139.404553,35.649189,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,○,×,×,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_031_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_031_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_031_01_3.jpg,,201901,202011,
2,32,1,京王電鉄,京王線,南平,東京都,日野市南平6丁目9番31号,,だれでもトイレ,1F,139.392159,35.654726,JGD2011,共用,○,○,A.自動引き戸（押しボタン）,○,○,○,○,○,×,○,×,○,○,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,始発_終車,,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_032_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_032_01_2.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/02_032_01_3.jpg,,201901,,
